0	109	0.0113448661913
0	10	0.0130250152958
0	164	0.00986478636665
0	65	0.0274183302357
0	182	0.0233702088552
0	185	0.0140204737283
0	172	0.0116952191628
0	37	0.0181494973987
0	106	0.0119962391514
0	40	0.0151071735422
0	194	0.0293080425237
0	55	0.0497778873826
0	124	0.029560050227
0	128	0.0160182675593
0	179	0.0574551776853
0	45	-0.00515377119487
0	166	0.0103069036962
0	63	0.0107381332515
0	30	-0.00275761920215
0	187	0.0253786075703
0	52	0.0197694097436
0	141	0.00893738131659
0	108	0.0346077989201
0	196	0.0605907141842
0	9	0.0138092554523
0	126	0.033433662412
0	163	0.0230468600324
0	64	0.00873209926547
0	14	0.0129220571622
0	115	0.0151648653474
0	82	0.0108408102482
0	102	0.0505691593483
0	16	0.0135184226111
0	69	0.145679364995
0	138	0.0133569987786
0	105	0.0401264358099
0	72	0.0148141749588
0	87	0.0248392702508
0	90	0.0135184226111
0	143	0.011140619438
0	57	-0.00210604870742
0	44	0.0219098561097
0	11	0.0152967005506
0	95	0.0140718781096
0	168	0.0190508127866
0	66	0.0169383448151
0	183	0.0238654578826
0	150	0.0245222920793
0	84	0.0157668186276
0	153	0.0219002944369
0	195	0.0116957493503
0	8	0.0305677791234
0	23	0.0123027036479
0	92	0.0302210917796
0	13	-0.00201289193159
0	114	0.0286038103151
0	101	0.0201354687772
0	170	0.0190508127866
0	2	0.00920159364291
0	188	0.0103327155171
1	39	-0.00108334092955
2	109	0.00362987347998
2	10	0.00416744955834
2	164	0.012225050636
2	98	-0.00465360543818
2	65	0.00877269666381
2	182	0.0074774704183
2	172	0.00374197149315
2	70	-0.00474678154169
2	37	0.0161690145099
2	106	0.00383828505519
2	4	0.183077964616
2	73	0.00987129408573
2	194	0.00428659270934
2	55	0.0109563266246
2	124	0.00945795574637
2	179	0.0126461311658
2	45	-0.000981246505174
2	166	0.00329776973625
2	63	0.00343574480797
2	30	-0.000882320570464
2	187	0.00371187376625
2	52	0.00632536822673
2	88	0.244821108355
2	141	0.00285958096591
2	108	0.0110730201116
2	6	0.183077964616
2	196	0.0133362762047
2	126	0.0106973464897
2	163	0.00737401258134
2	64	0.021748954187
2	148	0.00949845671047
2	82	0.00346859706917
2	102	0.016179974918
2	69	0.013019228514
2	105	0.012838748623
2	87	0.0079475074298
2	123	0.120142378427
2	143	0.00356452322721
2	57	-0.000673845792599
2	44	0.00701021980352
2	183	0.00349056057503
2	150	0.003586629109
2	84	0.00504470972463
2	153	0.00700716047592
2	173	-0.00410551837572
2	195	0.00374214113056
2	8	0.00447084171606
2	23	0.0039363406276
2	92	0.0154702254818
2	134	0.0181577456389
2	101	0.00644249151013
3	64	0.074323727064
3	166	0.0153437336035
3	148	0.0466221627757
3	14	0.0162843386227
3	109	0.0677486385139
3	164	0.0293711202757
3	156	0.0164769669997
3	143	0.0165208084607
3	24	0.0540188000846
3	70	-0.00769713981691
3	106	0.0177896364176
3	73	0.0480203671168
3	62	0.0492525572743
3	150	0.0174928862516
3	153	0.109179588516
3	179	0.0223899176958
3	173	-0.0268087995782
3	38	0.0517873114467
3	63	0.0319713972044
3	136	0.104022096409
3	23	0.117293124733
3	59	0.0156343188307
3	52	0.116793287773
3	134	0.0294436779352
3	104	-0.00762451161348
3	60	0.0648568509914
4	123	-0.0293433277198
4	6	1.0
4	124	-0.0397191713785
